timestamp,git_hash,platform,device,browser_name,browser_version,cpu/npu/gpu,dataset,split,seed,model_name,bundle_size_mb,model_size_kb,params_millions,latency_ms_p50,latency_ms_p95,tffi_ms,fps,peak_ram_mb,bandwidth_mb,power_w,metric_name,metric_value,notes
12/10/2025 12:05 A.M. EST,5b724eb083c09815804c3f1fe479c7ed72991dbe,sbc,Raspberry Pi 3 B+,N/A,N/A,cpu,DCASE: Unsupervised Anomalous Sound Detection for Machine Condition Monitoring under Domain Shifted Conditions,train=2407 test/val=602,42,N/A,2100,550,1.159589,61.55,81.57,85.98,N/A,549.06,N/A,N/A,f1_score,0.6712,N/A
